Date,Open,High,Low,Close,Adj Close,Volume
2019-09-01,814.900024,,741.900024,805.650024,753.632568,162140933
2019-10-01,807,,615.099976,685.599976,641.333557,383038274
2019-11-01,690,732.5,678.150024,696.349976,666.533325,222300056
2019-12-01,703.099976,737.950012,688.549988,731.150024,699.843262,141177094
2020-01-01,735,792.799988,708.299988,775.950012,742.724976,189277362
2020-02-01,775.099976,811.599976,722.049988,731.700012,700.36969,112890806
2020-03-01,737,773.549988,509.25,641.5,614.031921,305156542
2020-04-01,634.349976,720,582.150024,,684.863403,203538623
2020-05-01,715.5,715.5,646.700012,691,661.412354,180604556
2020-06-01,698.75,751.599976,675.5,735.950012,714.026733,240810488
2020-07-01,737.25,986.450012,729.75,966,937.223755,397100277
2020-08-01,960,,914.599976,928.599976,900.937805,155088967
2020-09-01,926.25,1037,912.099976,1008.25,978.215149,232397098
2020-10-01,1020.599976,1186,1011.75,1060.599976,1029.005615,284991815
2020-11-01,1065,1154.900024,1051.099976,1100,1078.696777,208543153
2020-12-01,1105.050049,1258.849976,1105.050049,1255.800049,1231.479492,205793830
2021-01-01,1257.900024,1392.800049,1231,1239.050049,1215.053833,206714641
2021-02-01,1250.550049,1332,1241,1253.300049,1229.027954,135880762
2021-03-01,1263.300049,1406,1259,,1341.555664,170796692
2021-04-01,1380,1477.550049,1320,1354.349976,1328.12085,174375276
2021-05-01,1340.800049,1416.25,1311.300049,1393.75,1366.757935,110635877
2021-06-01,1400,1591,1365,1580.800049,1566.913452,147298100
2021-07-01,1576.849976,1623.400024,1533.75,1610.5,1596.352539,109513508
2021-08-01,1627.449951,,1619.199951,1706.449951,1691.459595,132748512
2021-09-01,1709.5,1788,1655,1675.199951,1660.484131,113957923
2021-10-01,1665.099976,1848,1661.050049,1667.75,1653.099609,144440594
2021-11-01,1677.5,1808.949951,1669.150024,1712.650024,1712.650024,104526424
2021-12-01,1715,1909.800049,1691.5,1887.75,1887.75,109472023
2022-01-01,1887.75,1953.900024,1665,1736.199951,1736.199951,141619689
2022-02-01,1766.099976,1792.800049,1665,,1715.599976,128928283
2022-03-01,1715.599976,1923.300049,1681,,1906.849976,154420688
2022-04-01,1886.849976,1910.300049,1550,1567.550049,1567.550049,170696670
